listing_id,high,medium,low
6867411,0.422,0.42775,0.15025
6910154,0.7317666666666668,0.2422333333333333,0.026
7157900,0.522,0.4035,0.0745
6922324,0.6007333333333333,0.32626666666666665,0.073
6863068,0.877,0.117,0.006
6912109,0.823,0.155,0.022
6918609,0.5575,0.3665,0.076
6889300,0.4895,0.36766666666666664,0.1428333333333333
6837794,0.7453333333333334,0.21266666666666667,0.042
6943098,0.2305,0.3778333333333333,0.39166666666666666
6927601,0.712,0.239,0.049
6897826,0.936,0.06,0.004
6882892,0.8596666666666667,0.124,0.016333333333333335
6873384,0.363,0.3738333333333333,0.2631666666666666
6934693,0.875,0.103,0.022
7224450,0.463,0.4621666666666666,0.07483333333333335
6898157,0.836,0.137,0.027
6837355,0.987,0.012,0.001
6830595,0.4725,0.43,0.0975
6943561,0.39225,0.42375,0.184
6844380,0.4633333333333333,0.4336666666666667,0.103
6814286,0.88925,0.09975,0.011
6898520,0.384,0.5426666666666667,0.07333333333333335
6940979,0.269,0.317,0.414
6851090,0.756,0.17,0.074
7107169,0.757,0.229,0.014
6830287,0.6641119047619048,0.23075,0.10513809523809524
6933575,0.5545,0.3755,0.07
6938972,0.41583333333333333,0.4515,0.13266666666666668
6888315,0.991,0.009,0.0
6855106,0.7024166666666667,0.2665833333333334,0.031
6838237,0.322,0.5205,0.1575
6901024,0.5841666666666667,0.2778333333333334,0.138
6846627,0.8098333333333333,0.154,0.036166666666666666
7219857,0.9766666666666668,0.02333333333333333,0.0
6852685,0.7073333333333334,0.23766666666666666,0.055
6831610,0.5095,0.4104285714285714,0.08007142857142857
6943538,0.5294166666666666,0.40991666666666665,0.06066666666666667
6911637,0.986,0.011,0.003
6854543,0.935,0.057,0.008
6940451,0.532,0.342,0.126
6819530,0.371,0.278,0.351
7093396,0.581,0.349,0.07
6840326,0.927,0.065,0.008
6834204,0.89,0.082,0.028
6902518,0.471,0.341,0.188
6930253,0.886,0.095,0.019
6828293,0.834,0.138,0.028
7203744,0.2575,0.35825,0.38425
6816478,0.49975,0.37675,0.1235
6868890,0.7772666666666668,0.16973333333333332,0.053
6879338,0.6155,0.3175,0.067
6898532,0.736,0.23,0.034
6899965,0.898,0.088,0.014
7133875,0.97,0.024,0.006
6822218,0.627,0.311,0.062
6814018,0.6224166666666666,0.249,0.12858333333333333
6896376,0.5923333333333333,0.30806666666666666,0.0996
6918670,0.36266666666666664,0.44033333333333335,0.197
6867839,0.939,0.047,0.014
6823554,0.888,0.091,0.021
6934798,0.889,0.098,0.013
6820823,0.456,0.4,0.144
6880212,0.724,0.227,0.049
6934814,0.987,0.013,0.0
7254134,0.7700833333333333,0.18331666666666668,0.0466
6938303,0.236,0.359,0.405
6813807,0.529,0.387,0.084
6878604,0.879,0.089,0.032
6876763,0.9176666666666666,0.06733333333333334,0.015
6844352,0.85,0.142,0.008
6915939,0.453,0.32,0.227
7109370,0.768,0.182,0.05
6855445,0.689,0.258,0.053
6818668,0.553,0.407,0.04
6836527,0.974,0.02,0.006
6831717,0.7463333333333334,0.22366666666666665,0.03
6937162,0.74,0.211,0.049
6922876,0.751,0.163,0.086
7109482,0.57,0.376,0.054
6940972,0.6893333333333332,0.2691666666666666,0.0415
6883790,0.682,0.218,0.1
6921643,0.8313333333333334,0.14266666666666666,0.026
6935700,0.87,0.122,0.008
6827025,0.682,0.263,0.055
6943096,0.7455,0.18925,0.06525
7161468,0.988,0.011,0.001
6879610,0.6715,0.26925,0.059250000000000004
6935762,0.6175,0.2845,0.098
6925042,0.755,0.19,0.055
7121050,0.656,0.276,0.068
6821601,0.954,0.035,0.011
6926810,0.7935,0.1735,0.033
6946532,0.81225,0.17675,0.011
6875171,0.439,0.477,0.084
7096285,0.5615,0.335,0.1035
6812321,0.971,0.026,0.003
6822697,0.704,0.254,0.042
6941294,0.875,0.122,0.003
6873564,0.894,0.094,0.012
6926791,0.645,0.291,0.064
7142444,0.17,0.255,0.575
6878128,0.5756,0.3434,0.081
6927428,0.5443333333333332,0.3756666666666667,0.08
6812674,0.965,0.033,0.002
6881774,0.6145,0.3125,0.073
7167797,0.886,0.106,0.008
6865238,0.675,0.265,0.06
6841710,0.665,0.289,0.046
6856334,0.8436666666666667,0.12933333333333333,0.027
6906462,0.762,0.218,0.02
6837438,0.6331666666666667,0.255,0.11183333333333334
6908277,0.29158333333333336,0.5002500000000001,0.20816666666666667
6841291,0.962,0.034,0.004
6915178,0.48435,0.43925,0.07640000000000001
6893031,0.344,0.539,0.117
6894985,0.20555,0.38844999999999996,0.406
6931134,0.6085,0.304,0.0875
6872264,0.372,0.369,0.259
6816953,0.44466666666666665,0.379,0.17633333333333334
7163518,0.285,0.377,0.338
6893253,0.731,0.238,0.031
6943822,0.7251666666666667,0.22083333333333335,0.054
6946313,0.77,0.198,0.032
6839443,0.8515,0.1265,0.022
6911338,0.674,0.294,0.032
7223877,0.184,0.273,0.543
6917884,0.684,0.298,0.018
6823126,0.991,0.008,0.001
6939488,0.845,0.126,0.029
7196924,0.959,0.038,0.003
6905685,0.9315,0.0525,0.016
6894092,0.929,0.058,0.013
6812181,0.96,0.037,0.003
6854610,0.5206666666666666,0.4023333333333333,0.077
6873754,0.641,0.239,0.12
6859181,0.035,0.079,0.886
6825402,0.8316833333333334,0.14631666666666668,0.022
6819526,0.7888333333333333,0.18416666666666667,0.027
6896065,0.912,0.078,0.01
6931793,0.692,0.263,0.045
6907360,0.817,0.142,0.041
6813182,0.6943333333333334,0.25116666666666665,0.0545
6823959,0.82,0.141,0.039
6942189,0.543,0.317,0.14
6844384,0.81,0.179,0.011
6836888,0.411,0.359,0.23
6917844,0.817,0.16,0.023
6937842,0.4423333333333333,0.4116666666666666,0.146
6926917,0.567,0.33144047619047623,0.10155952380952381
7160740,0.721,0.203,0.076
6936310,0.7726666666666666,0.192,0.03533333333333333
6849109,0.361,0.548,0.091
6831018,0.994,0.004,0.002
6909842,0.909,0.08,0.011
6861360,0.942,0.052,0.006
6883414,0.653,0.318,0.029
6876026,0.891,0.102,0.007
7095390,0.976,0.02,0.004
6932265,0.3285,0.431,0.2405
6870949,0.654,0.295,0.051
6831335,0.6246666666666666,0.3073333333333333,0.068
6895698,0.5313,0.3387,0.13
6889889,0.795,0.171,0.034
6876679,0.804,0.148,0.048
6947097,0.26,0.413,0.327
6874970,0.953,0.038,0.009
6831069,0.317,0.265,0.418
6833628,0.572,0.307,0.121
6819282,0.5713333333333334,0.3366666666666666,0.092
6825025,0.868,0.113,0.019
6856513,0.432,0.463,0.105
6928711,0.931,0.065,0.004
6832548,0.525,0.382,0.093
6881870,0.7305,0.251,0.0185
6866978,0.29333333333333333,0.4346666666666667,0.272
7163400,0.285,0.377,0.338
6917187,0.8653333333333334,0.11566666666666665,0.019
6927475,0.7080666666666666,0.25893333333333335,0.033
6903243,0.536,0.189,0.275
6876188,0.851,0.13,0.019
6922219,0.933,0.065,0.002
7104085,0.971,0.024,0.005
6920897,0.488,0.348,0.164
6812177,0.95,0.042,0.008
6941047,0.4415,0.4635,0.095
6827609,0.977,0.022,0.001
6934328,0.934,0.06,0.006
6937556,0.41,0.3955,0.1945
6879765,0.3999,0.44106666666666666,0.15903333333333333
6942927,0.8905,0.0975,0.012
6945170,0.545,0.3504,0.1046
6901915,0.608,0.337,0.055
6824475,0.871,0.106,0.023
6832968,0.7555,0.1885,0.056
7166718,0.944,0.055,0.001
6905079,0.769,0.191,0.04
6940297,0.255,0.552,0.193
6911080,0.4963333333333333,0.3736666666666667,0.13
6917208,0.896,0.084,0.02
6858925,0.589,0.353,0.058
7169883,0.42,0.443,0.137
6944112,0.208,0.461,0.331
6885816,0.591,0.339,0.07
6837733,0.713,0.251,0.036
6828658,0.667,0.268,0.065
6839429,0.42010000000000003,0.3965,0.1834
7164794,0.778,0.19,0.032
6837661,0.756,0.178,0.066
6883255,0.854,0.123,0.023
6833054,0.67625,0.21875,0.105
7675463,0.6369,0.31010000000000004,0.053
6871526,0.528,0.345,0.127
6876295,0.6548333333333334,0.2931666666666667,0.052
7204045,0.947,0.049,0.004
6840357,0.47733333333333333,0.30475,0.21791666666666668
6917531,0.891,0.098,0.011
6886057,0.2985,0.3,0.4015
6833734,0.52,0.41933333333333334,0.06066666666666667
6908098,0.518,0.3545,0.1275
6860562,0.654,0.293,0.053
6859167,0.595,0.251,0.154
6812141,0.945,0.05,0.005
6919431,0.89,0.101,0.009
6869389,0.6944,0.2700166666666666,0.03558333333333333
6906034,0.8,0.139,0.061
7108495,0.994,0.006,0.0
6864681,0.9195,0.0795,0.001
6893982,0.781,0.188,0.031
6862160,0.848,0.135,0.017
6854804,0.581,0.334,0.085
7143164,0.498,0.47626666666666667,0.025733333333333334
6936651,0.7796666666666666,0.161,0.059333333333333335
6837450,0.8625,0.1145,0.023
6908259,0.26775,0.234,0.49825
6916539,0.6375,0.2805,0.082
6947176,0.595,0.277,0.128
6933958,0.22,0.511,0.269
6816549,0.408,0.448,0.144
6876117,0.95,0.049,0.001
6848605,0.632,0.322,0.046
6840659,0.587,0.255,0.158
6823496,0.494,0.369,0.137
6912609,0.988,0.011,0.001
7097937,0.869,0.117,0.014
6924524,0.904,0.086,0.01
6938236,0.70925,0.24175,0.049
6865751,0.8906666666666666,0.08033333333333334,0.029
6936323,0.8455,0.133,0.0215
6868422,0.522,0.312,0.166
7210133,0.6875,0.2625,0.05
7215631,0.813,0.149,0.038
6940189,0.6983333333333333,0.25566666666666665,0.046
6888941,0.977,0.019,0.004
6831598,0.407,0.478,0.115
6939963,0.871,0.101,0.028
6897175,0.553,0.351,0.096
6816167,0.687,0.251,0.062
6812965,0.847,0.136,0.017
7149372,0.41,0.343,0.247
6875959,0.91,0.07,0.02
6925644,0.357,0.49,0.153
6874269,0.509,0.346,0.145
6814721,0.789,0.171,0.04
6922432,0.598,0.332,0.07
6858861,0.815,0.159,0.026
6835339,0.928,0.057,0.015
6896997,0.423,0.282,0.295
6921134,0.96,0.037,0.003
6883685,0.431,0.4165,0.1525
6911406,0.959,0.038,0.003
6825733,0.331,0.38425,0.28475
6884462,0.3626333333333333,0.39936666666666665,0.238
6858682,0.807,0.163,0.03
6894013,0.5636833333333334,0.3019833333333333,0.1343333333333333
6856391,0.35816666666666663,0.3778333333333333,0.264
6828064,0.915,0.083,0.002
6817336,0.983,0.017,0.0
6819178,0.708,0.249,0.043
7147339,0.576,0.31,0.114
6887757,0.3955,0.5245,0.08
6946859,0.619,0.294,0.087
6855963,0.941,0.048,0.011
6839828,0.62,0.294,0.086
6870806,0.493,0.407,0.1
6880221,0.323,0.5415,0.1355
6921809,0.7384,0.19,0.0716
6897069,0.519,0.3725,0.1085
6897157,0.35983333333333334,0.49316666666666664,0.147
6898912,0.7466666666666666,0.218,0.03533333333333333
6856271,0.667,0.238,0.095
6888381,0.961,0.034,0.005
7099191,0.93,0.063,0.007
6917882,0.447,0.376,0.177
6931260,0.934,0.058,0.008
6849996,0.3685,0.5518333333333333,0.07966666666666666
6887973,0.56,0.34,0.1
6850205,0.38675,0.456,0.15725
6845657,0.458,0.368,0.174
6930302,0.7453333333333334,0.20866666666666667,0.046
6852391,0.84,0.131,0.029
6920411,0.4141666666666667,0.243,0.3428333333333333
6907999,0.749,0.23,0.021
6864094,0.849,0.133,0.018
6813852,0.8203333333333334,0.14666666666666667,0.033
7232295,0.484,0.372,0.144
6896558,0.493,0.423,0.084
6858919,0.4275,0.5335,0.039
6847828,0.692,0.222,0.086
6925116,0.6613333333333333,0.2696666666666666,0.069
6854687,0.825,0.145,0.03
6946415,0.381,0.5,0.119
6827859,0.992,0.008,0.0
6884313,0.22625,0.41675,0.357
6848651,0.811,0.167,0.022
7136298,0.835,0.14,0.025
6874534,0.609,0.299,0.092
6908942,0.198,0.505,0.297
6894718,0.94,0.054,0.006
6876449,0.551,0.3323333333333333,0.11666666666666667
6825630,0.4845,0.4115,0.104
7155655,0.821,0.148,0.031
7201310,0.8215,0.1585,0.02
6864334,0.798,0.178,0.024
6876658,0.7883333333333333,0.19266666666666665,0.019
6842370,0.27,0.38233333333333336,0.3476666666666666
6835467,0.29533333333333334,0.341,0.36366666666666664
7227368,0.605,0.292,0.103
6859482,0.642,0.27,0.088
6878641,0.7978333333333333,0.16316666666666665,0.039
6869916,0.9955,0.0045,0.0
6841060,0.6245,0.292,0.0835
6887832,0.744,0.234,0.022
6905898,0.983,0.012,0.005
7104742,0.306,0.394,0.3
6948090,0.67,0.289,0.041
6839851,0.569,0.349,0.082
6934051,0.761,0.192,0.047
6888727,0.4695,0.395,0.1355
7167478,0.787,0.187,0.026
6892109,0.4555,0.4135,0.131
6908544,0.174,0.275,0.551
6921725,0.5913333333333333,0.3306666666666666,0.078
6932343,0.287,0.651,0.062
6914309,0.979,0.018,0.003
6919805,0.803,0.153,0.044
6947828,0.765,0.186,0.049
6920362,0.6275,0.2905,0.082
7110179,0.09,0.582,0.328
6877834,0.591,0.306,0.103
6876966,0.5875,0.33,0.0825
6823918,0.88,0.102,0.018
6871243,0.924,0.071,0.005
6928189,0.4391666666666667,0.404,0.15683333333333332
6852455,0.767,0.193,0.04
7208631,0.618,0.326,0.056
6831811,0.42158333333333337,0.4814166666666666,0.097
6904276,0.9225,0.0565,0.021
6831589,0.7075,0.2525,0.04
6901814,0.615,0.25,0.135
6854667,0.294,0.28625,0.41975
7192650,0.956,0.036,0.008
6836299,0.963,0.035,0.002
6887919,0.8341666666666666,0.15883333333333335,0.007
6927679,0.64,0.326,0.034
6855908,0.6415,0.3035,0.055
6854766,0.8116666666666668,0.1663333333333333,0.022
6847472,0.783,0.16,0.057
6862519,0.464,0.42,0.116
6938819,0.183,0.383,0.434
6945434,0.643,0.288,0.069
6832722,0.062,0.176,0.762
6852707,0.722,0.235,0.043
7177680,0.537,0.394,0.069
6834945,0.922,0.06,0.018
6890316,0.8168,0.15319999999999998,0.03
6816620,0.819,0.162,0.019
6945175,0.756,0.204,0.04
6914016,0.673,0.28,0.047
6852619,0.783,0.178,0.039
6813211,0.5918,0.3532,0.055
6820546,0.8021666666666667,0.17883333333333332,0.019
6836128,0.954,0.036,0.01
6850557,0.33,0.5841333333333332,0.08586666666666666
6864997,0.519,0.337,0.144
6883705,0.893,0.087,0.02
6898767,0.933,0.053,0.014
6866020,0.86,0.126,0.014
7126382,0.35,0.579,0.071
6847427,0.5726666666666667,0.3593333333333334,0.068
6841013,0.711,0.218,0.071
6909469,0.967,0.031,0.002
6922473,0.805,0.172,0.023
6925906,0.818,0.162,0.02
6946014,0.529,0.347,0.124
6820739,0.73575,0.24825,0.016
6927559,0.49493333333333334,0.42173333333333324,0.08333333333333333
7174772,0.983,0.016,0.001
6931036,0.702,0.26,0.038
6918163,0.742,0.224,0.034
6893604,0.532,0.345,0.123
6868844,0.4875,0.37789999999999996,0.1346
6814537,0.245,0.399,0.356
6916118,0.989,0.007,0.004
6838509,0.616,0.326,0.058
6919725,0.42775,0.35775,0.2145
6932476,0.987,0.01,0.003
6860496,0.682,0.241,0.077
7156799,0.436,0.44425,0.11975
6837521,0.809,0.178,0.013
6913204,0.5743333333333333,0.3456666666666666,0.08
6947516,0.4655,0.4535,0.081
6838117,0.869,0.12,0.011
6933366,0.807,0.162,0.031
7134198,0.755,0.204,0.041
6898450,0.529,0.362,0.109
6819926,0.924,0.061,0.015
6947698,0.577,0.299,0.124
6838721,0.967,0.023,0.01
6936661,0.542,0.329,0.129
6912257,0.6085,0.3435,0.048
6905569,0.931,0.065,0.004
6927167,0.535,0.321,0.144
7150689,0.832,0.12,0.048
6820358,0.7734166666666668,0.1945833333333333,0.032
6945045,0.7453333333333333,0.198,0.05666666666666667
6866884,0.6981666666666667,0.21583333333333332,0.086
6820658,0.596,0.316,0.088
6826462,0.412,0.505,0.083
6932390,0.582,0.334,0.084
6905031,0.362,0.364,0.274
6923011,0.606,0.319,0.075
6908504,0.485,0.411,0.104
6881050,0.823,0.113,0.064
6892968,0.69175,0.28225,0.026
7346996,0.3444,0.44060000000000005,0.215
6876206,0.723,0.251,0.026
6813475,0.5846666666666668,0.3753333333333333,0.04
7190057,0.851,0.1028,0.046200000000000005
6838465,0.594,0.295,0.111
6899364,0.6825,0.222,0.0955
6891616,0.985,0.014,0.001
6836715,0.7713333333333334,0.17936666666666667,0.049300000000000004
6829616,0.818,0.146,0.036
6829144,0.851,0.136,0.013
6893064,0.706,0.237,0.057
6861300,0.896,0.098,0.006
6926847,0.576,0.37,0.054
6894021,0.908,0.066,0.026
6897946,0.981,0.019,0.0
6835716,0.892,0.07,0.038
6832160,0.34,0.406,0.254
6835291,0.525,0.335,0.14
6945184,0.719,0.22999999999999998,0.051
7140488,0.5194999999999999,0.3395,0.141
6937850,0.6555,0.2895,0.055
6899603,0.747,0.177,0.076
6903105,0.38955,0.38145,0.229
6828476,0.809,0.17,0.021
6835098,0.914,0.058,0.028
6830512,0.7043333333333334,0.19066666666666665,0.105
6879997,0.75025,0.19575,0.054
7131517,0.595,0.309,0.096
6835955,0.541,0.306,0.153
6875250,0.844,0.128,0.028
6932794,0.459,0.46,0.081
6948263,0.5220833333333332,0.3614166666666666,0.1165
6867201,0.2736666666666666,0.5231,0.20323333333333335
6882748,0.8145,0.098,0.0875
6902842,0.4945,0.3275,0.178
6847535,0.6501666666666667,0.3303333333333333,0.0195
6825267,0.731,0.222,0.047
6909277,0.891,0.089,0.02
7152429,0.28,0.396,0.324
6931179,0.958,0.039,0.003
6896746,0.553,0.379,0.068
6937073,0.975,0.023,0.002
6934627,0.977,0.019,0.004
6887878,0.3426666666666667,0.3723333333333333,0.285
6921531,0.618,0.316,0.066
6897461,0.981,0.017,0.002
6862066,0.689,0.248,0.063
6851531,0.48,0.345,0.175
6928550,0.898,0.087,0.015
6945851,0.832,0.146,0.022
6946955,0.993,0.007,0.0
6869136,0.298,0.503,0.199
6908667,0.5786666666666668,0.31233333333333335,0.109
6820525,0.6953333333333334,0.247,0.057666666666666665
6887970,0.478,0.4028,0.1192
6848365,0.686,0.268,0.046
6816173,0.842,0.138,0.02
6900732,0.972,0.018,0.01
6815786,0.667,0.29,0.043
6945972,0.505452380952381,0.4155,0.07904761904761905
6848445,0.7593333333333334,0.205,0.035666666666666666
6856486,0.439,0.3883333333333333,0.1726666666666667
6867010,0.5195,0.3625,0.118
6828257,0.834,0.123,0.043
6871807,0.603,0.317,0.08
7212966,0.949,0.05,0.001
6889959,0.775,0.19,0.035
6915510,0.764,0.201,0.035
6905402,0.849,0.133,0.018
6826100,0.39,0.552,0.058
6848893,0.818,0.17,0.012
7155647,0.478,0.363,0.159
6812883,0.20516666666666666,0.5914833333333334,0.20335
6866095,0.87925,0.10875,0.012
6931127,0.973,0.024,0.003
6829407,0.815,0.161,0.024
6867548,0.17375,0.43525,0.391
7132575,0.602,0.311,0.087
6890847,0.744,0.218,0.038
6916429,0.939,0.044,0.017
6884716,0.138,0.235,0.627
6896897,0.20466666666666666,0.35033333333333333,0.445
6941572,0.847,0.129,0.024
6945277,0.5128333333333333,0.39166666666666666,0.0955
7133293,0.908,0.084,0.008
7213385,0.974,0.023,0.003
6831928,0.611,0.353,0.036
6932687,0.7518333333333332,0.19716666666666666,0.051
6873877,0.7705,0.1875,0.042
7135459,0.4755,0.4346666666666667,0.08983333333333333
6876620,0.937,0.053,0.01
6936163,0.769,0.211,0.02
6912398,0.6018333333333332,0.2751666666666666,0.123
6917655,0.946,0.05,0.004
6941149,0.828,0.117,0.055
6941378,0.8775,0.1075,0.015
6882453,0.749,0.234,0.017
7119160,0.6616666666666667,0.23233333333333334,0.106
6868451,0.6635,0.2765,0.06
6945881,0.632,0.309,0.059
6822541,0.468,0.37925,0.15275
6884355,0.699,0.232,0.069
7132247,0.629,0.321,0.05
6872049,0.6715,0.2895,0.039
6890740,0.775,0.141,0.084
6840897,0.466,0.328,0.206
6847694,0.85,0.123,0.027
6938196,0.746,0.23,0.024
6939526,0.961,0.03,0.009
6917529,0.975,0.023,0.002
6885636,0.975,0.025,0.0
7202614,0.933,0.053,0.014
6926453,0.582,0.33,0.088
6844636,0.3925,0.3955,0.212
6879293,0.2415,0.4895,0.269
6924780,0.474,0.364,0.162
6881024,0.913,0.066,0.021
6851374,0.545,0.312,0.143
6850953,0.925,0.066,0.009
6892292,0.8088333333333333,0.154,0.03716666666666667
6886159,0.75,0.22,0.03
6849877,0.511,0.3575,0.1315
6940840,0.872,0.097,0.031
6926838,0.608,0.31,0.082
6879243,0.4593333333333333,0.35966666666666663,0.181
6944286,0.897,0.073,0.03
6915587,0.354,0.346,0.3
6881904,0.579,0.304047619047619,0.11695238095238096
7154358,0.332,0.431,0.237
6899258,0.866,0.078,0.056
6855460,0.418,0.405,0.177
6864884,0.913,0.08,0.007
6868209,0.616,0.3386,0.045399999999999996
6853834,0.571,0.365,0.064
7210020,0.588,0.359,0.053
6933228,0.794,0.186,0.02
6929227,0.602,0.23,0.168
7192346,0.619,0.237,0.144
6928834,0.793,0.173,0.034
6812269,0.971,0.026,0.003
6851446,0.638,0.266,0.096
6930820,0.8995333333333334,0.09046666666666667,0.01
6875310,0.622,0.31933333333333336,0.058666666666666666
6932397,0.6375,0.31342857142857145,0.04907142857142857
6904291,0.991,0.009,0.0
6921642,0.639,0.282,0.079
7136057,0.364,0.493,0.143
6920815,0.8315,0.1385,0.03
6861757,0.498,0.377,0.125
6934222,0.295,0.311,0.394
6946448,0.788,0.169,0.043
6890569,0.7741,0.16623333333333332,0.059666666666666666
6884477,0.607,0.345,0.048
7145006,0.8843333333333334,0.10166666666666667,0.014
6893718,0.936,0.059,0.005
6893330,0.789,0.151,0.06
6901780,0.845,0.144,0.011
6815738,0.517,0.371,0.112
6917209,0.944,0.042,0.014
6904227,0.916,0.068,0.016
6894402,0.931,0.058,0.011
7146083,0.806,0.17,0.024
6902153,0.8106666666666668,0.1623333333333333,0.027
6925988,0.587,0.318,0.095
6881323,0.988,0.011,0.001
6937405,0.721,0.175,0.104
7098390,0.547,0.364,0.089
6935942,0.426,0.288,0.286
6833510,0.715,0.233,0.052
6812857,0.813,0.161,0.026
6828441,0.583,0.3130833333333333,0.10391666666666666
6915711,0.498,0.3681666666666667,0.1338333333333333
6880643,0.611,0.313,0.076
7224930,0.5586666666666666,0.38733333333333336,0.054
6852614,0.889,0.1,0.011
6853816,0.7046666666666668,0.24683333333333332,0.0485
6811964,0.378,0.464,0.158
6847800,0.93,0.059,0.011
6859897,0.404,0.3856666666666666,0.21033333333333332
6882929,0.868,0.114,0.018
7157584,0.87,0.111,0.019
6863444,0.977,0.02,0.003
6836902,0.958,0.035,0.007
6918960,0.339,0.56675,0.09425
6882854,0.399,0.538,0.063
6822755,0.907,0.075,0.018
6815184,0.47733333333333333,0.402,0.12066666666666667
6846582,0.752,0.201,0.047
6940309,0.719,0.236,0.045
6924056,0.814,0.15383333333333332,0.03216666666666666
6824481,0.774,0.195,0.031
6839735,0.8335833333333332,0.15341666666666667,0.013
6900130,0.633,0.302,0.065
6946739,0.96275,0.03425,0.003
7144008,0.749,0.225,0.026
6863751,0.9095,0.0775,0.013
6820293,0.541,0.39666666666666667,0.06233333333333334
6818472,0.733,0.238,0.029
6832420,0.642,0.266,0.092
6879450,0.926,0.069,0.005
6943618,0.6944,0.2506,0.055
6883463,0.828,0.147,0.025
6834919,0.376,0.278,0.346
7505696,0.934,0.062,0.004
6903645,0.929,0.066,0.005
6831148,0.334,0.347,0.319
6828948,0.764,0.199,0.037
6878495,0.7753333333333332,0.20766666666666667,0.017
6924862,0.8583333333333333,0.12966666666666665,0.012
6887802,0.729,0.217,0.054
6903228,0.331,0.41,0.259
6947415,0.947,0.044,0.009
6941508,0.277,0.382,0.341
6856111,0.704,0.255,0.041
7126808,0.694,0.232,0.074
6939857,0.845,0.133,0.022
6822528,0.55,0.353,0.097
6947631,0.46685,0.40165,0.1315
6887810,0.741,0.235,0.024
6849210,0.753,0.204,0.043
6901742,0.945,0.048,0.007
6850925,0.334,0.383,0.283
7181995,0.523,0.328,0.149
6841559,0.966,0.031,0.003
6822957,0.929,0.046,0.025
6943349,0.816,0.15833333333333335,0.025666666666666667
6923825,0.967,0.029,0.004
6871218,0.2385,0.4765,0.285
6932761,0.536,0.328,0.136
7168983,0.74825,0.217,0.03475
6853713,0.407,0.41083333333333333,0.18216666666666664
6814124,0.77,0.171,0.059
6828980,0.673,0.284,0.043
6939747,0.935,0.052,0.013
6862615,0.5655,0.3583,0.0762
6911182,0.676,0.279,0.045
6947421,0.824,0.135,0.041
7163662,0.965,0.021,0.014
6933362,0.5345,0.353,0.1125
6822086,0.7766666666666666,0.16933333333333334,0.054
6939543,0.934,0.056,0.01
6882675,0.365,0.4853333333333334,0.14966666666666667
6925986,0.951,0.043,0.006
6927417,0.41333333333333333,0.521,0.06566666666666666
6824119,0.4776,0.3807333333333333,0.1416666666666667
